273795515772_10153270017525773	2015-10-30T21:55:39+0000	Ik heb geprobeerd van uit Costa Rica het call centrum in Panama te bellen. Maar de computerstem in Panama is na de eerste vraag zodanig zacht dat ik er niets van kan verstaan. Met mijn gehoor is alles ok. Kan iemand daar in Panama de volumeknop iets omhoog schroeven? Dan kunnen klanten weer een gesprek voeren met het call center. Ik heb de klacht 3 weken geleden ook al doorgegeven aan het call center zelf, maar die hebben tot op heden geen maatregelen genomen.
273795515772_457718331095106	2015-10-30T21:53:51+0000	Heading for Bucharest
273795515772_457717087761897	2015-10-30T21:44:01+0000	Seen through the window of a Boeing 737-8K2 on Schiphol  airport by departure.
273795515772_10153269995775773	2015-10-30T21:37:46+0000	Vandaag een enigszins onpersoonlijk mailtje gekregen dat mijn terugvlucht uit New York om operationele reden was gecanceld en dat ik was ongeboekt naar een vlucht uren eerder. Zou mij de laatste dag NY kosten. Direct gebeld naar afd. reserveringen , deze konden wel een andere vlucht zoeken , echter extra kosten , konden ze niet veel. Na wat doorpraten , uiteindelijk een hele nette regeling kan afspreken. KLM bedankt
273795515772_10153269974790773	2015-10-30T21:23:56+0000	Come posso viaggiare in Messico se ci sono soprattutto voli con Delta !!!!!! Gli altri americani abbiamo bisogno del visto. Ragazzi mi avete cambiato i prezzi nel giro di pochi minuti !!!   mi sono stancata tanto di cercare che quasi rinuncio a portare la famiglia.
273795515772_10153269927270773	2015-10-30T20:45:18+0000	Hallo KLM, Grote complimenten voor jullie topservice! Vanmiddag wilde ik een ticket boeken, bleek op laatste moment laagst mogelijke prijs niet meer mogelijk. Telefonische klantenservice heeft er alles aan gedaan om mee te denken en mee te werken aan een oplossing. Uiteindelijk belde de klantenservice mij weer terug en heb ik alsnog telefonisch kunnen boeken. Ik vroeg nog naar de medewerker zijn naam en hij gaf me zelfs zijn personeelsnummer. Ben het helaas alsnog vergeten. Een zekere Harm/Harmen? In ieder geval verdient hij een pluim! Hartelijk dank voor de topservice. Onze vakantie voorpret kon niet beter beginnen!
273795515772_10153269932105773	2015-10-30T20:50:06+0000	Hallo!  ik ga in december op vakantie naar New York voor 12 dagen. Heb ik dan een visum nodig?  M.v.g Laura
273795515772_10153269919060773	2015-10-30T20:37:51+0000	Hallo, Wenn ich ein Ticket in Eco kaufe und das dann mit Meilen upgrade bekomme ich trotzdem die ursprünglichen Meilen und Segmente gutgeschrieben? Danke
273795515772_10153269911995773	2015-10-30T20:31:13+0000	Hi - cancelled my flight online but I'm still getting check in notifications. Just wanting to make sure it's canceled..
273795515772_10153269911585773	2015-10-30T20:30:46+0000	Geachte heer/mevrouw,  Mijn Flying Blue-account is geblokkeerd geraakt doordat ik zowel mijn wachtwoord/PIN als het antwoord op de vraag om deze te achterhalen niet meer weet (sorry!). Hoe kom ik nu aan een nieuwe PIN-code? Elke keer dat ik deze aan wil vragen moet ik namelijk wederom de geheime vraag beantwoorden...  Bij voorbaat dank voor uw antwoord.  Met vriendelijke groet,  Jeroen de Jong
273795515772_10153269911105773	2015-10-30T20:30:13+0000	Alguém pode me ajudar? Ligo no numero do Brasil, me atendem, mas dizem que não podem me ajudar por que fiz a compra em Euros, ligo no numero que me passaram e dizem que esta invalido, ligo no numero do site aqui da Holanda e também da a mesma mensagem... Estou começando a achar que a KLM é ótima quando tudo vai bem, quando precisamos de alguém para solucionar alguma questão, por ela mesma criada as pessoas e os canais de atendimento somem....  Can someone help me? Care in Brazil's number, answer me, but they can not help myself why I did purchase in Euros, call the number that passed me and it say me that this number is invalid, call the site the number here in the Netherlands and also of the same message ... I'm beginning to think that KLM is great when everything goes well, when we need someone to solve any questions by themselves created, people and service channels disappear ....
273795515772_10153269878765773	2015-10-30T20:05:52+0000	Ik ben bezig met tickets te boeken op jullie website. Ik lees niet wat de normale 20kg ruimbagage gaat kosten. Zitten deze in de prijs?
273795515772_10153269896905773	2015-10-30T20:18:00+0000	Hi - I would like to select my seat for a leg of my trip from US - Kampala. The online system won't let me pick my seat.
273795515772_10153269873575773	2015-10-30T20:00:48+0000	On a KLM flight to Toronto can I take champagne in my case?
273795515772_10153269870990773	2015-10-30T19:57:37+0000	Hi! I received an email about my flight being rescheduled--but I have not booked any flights on my account!
273795515772_10153269870250773	2015-10-30T19:56:57+0000	Begin september hebben wij 4 tickets geboekt naar sao paulo rechtstreeks op 24 november nou krijg ik gisteren een heel onpersoonlijk mailtje van de klm dat onze vlucht door operationele redenen niet door kon gaan dus zonder overleg zijn wij op de vlucht van 24 uur later gezet , ik heb s avonds gebeld wat de operationele redenen waren maar dat wisten ze niet ik heb gezegd dat ik er niet mee akkoord ging waarop we toch op een vlucht van de 24e konden met een overstap op rio de janeiro. Deze vlucht waar we nu dus mee gaan was op het moment dat we boeken 80 euro goedkoper dus maal 4 is dat 320 euro, maar ze kunnen niet compenseren, aangezien ik als ex kankerpatient waardoor mijn lymfeklieren verwijderd zijn heel veel last van vocht in mijn benen hebt en dus een verhoogde risico op trombose hebt,  heb ik voor 560 euro economy comfort stoelen geboekt en gereserveerd voorin het vliegtuig i.v.m. de meeste ruimte, maar die stoelen zijn niet meer beschikbaar dus wordt je maar ergens anders gepland,  maar er kan niet worden gecompenseerd,  door die overstap komen we dus 3 en een half uur te laat op onze eindbestemming, dus op alle punten gaan we er op achteruit maar er kan niet worden gecompenseerd,  jammer klm dat jullie zelf niet met een redelijk voorstel kunnen komen,  maar gelukkig hebben we de geschillencommissie en rechtsbijstand nog dus gaan we maar kijken wat die voor ons kunnen doen Marijke de graaf
273795515772_10153269869520773	2015-10-30T19:56:13+0000	Begin september hebben wij 4 tickets geboekt naar sao paulo rechtstreeks op 24 november nou krijg ik gisteren een heel onpersoonlijk mailtje van de klm dat onze vlucht door operationele redenen niet door kon gaan dus zonder overleg zijn wij op de vlucht van 24 uur later gezet , ik heb s avonds gebeld wat de operationele redenen waren maar dat wisten ze niet ik heb gezegd dat ik er niet mee akkoord ging waarop we toch op een vlucht van de 24e konden met een overstap op rio de janeiro. Deze vlucht waar we nu dus mee gaan was op het moment dat we boeken 80 euro goedkoper dus maal 4 is dat 320 euro, maar ze kunnen niet compenseren, aangezien ik als ex kankerpatient waardoor mijn lymfeklieren verwijderd zijn heel veel last van vocht in mijn benen hebt en dus een verhoogde risico op trombose hebt,  heb ik voor 560 euro economy comfort stoelen geboekt en gereserveerd voorin het vliegtuig i.v.m. de meeste ruimte, maar die stoelen zijn niet meer beschikbaar dus wordt je maar ergens anders gepland,  maar er kan niet worden gecompenseerd,  door die overstap komen we dus 3 en een half uur te laat op onze eindbestemming, dus op alle punten gaan we er op achteruit maar er kan niet worden gecompenseerd,  jammer klm dat jullie zelf niet met een redelijk voorstel kunnen komen,  maar gelukkig hebben we de geschillencommissie en rechtsbijstand nog dus gaan we maar kijken wat die voor ons kunnen doen Marijke de graaf
273795515772_10153269863815773	2015-10-30T19:49:33+0000	How can I find out if a plane ticket is ligit
273795515772_10153269861195773	2015-10-30T19:47:17+0000	Yessss! 3 november lijkt te gaan lukken, zie pb :)
273795515772_10153269860555773	2015-10-30T19:46:27+0000	Dear KLM clearly customer loyalty is meaningless as is your aversion to the truth.  Not only do you add stops to a flight you lie about it and spring the surprise on the poor unsuspecting fools who booked with you.  Dammam to Amsterdam booked then I get a random email saying flight is stoping in Kuwait so as Kuwait is not in my to do list I call you confirming the change and as soon as you sense hmmmm there might be an issue here what do you do LIE and tell me no sir we going direct to Amsterdam, and what happens you provide a lovely surprise at the airport heyho we just stoping for a quick 45 min in KuwIt but sure what are u worried about you'll be in Amsterdam on time.  Your a disgrace and I hope the EURO Aviation Authority read this and fine the crap out of you......Then you leave me on hold for 25 min classy
273795515772_10153269853195773	2015-10-30T19:37:31+0000	I'm traveling tomorrow with a child (on lap)and when checking in I am unable to change seat (blocked) in order to seat next to the rest of my family or add any baggage. Any reason why parents with small children are relegated to  seat where KLM chooses and not where they choose??? I am aware that safety regulation prohibit adults with small children to seat  close to emergency exits but there is no reason to deny the possibility to seat elsewhere (not to mention to buy extra luggage!)
273795515772_10153269852275773	2015-10-30T19:36:28+0000	DEAR I HAVE PROBLEM NOW I CHANGE MY FLIGHT  AND I HAVE MESSAGE THAT Your booking was successful! but i found this message also and i did not received  e ticket  Flight changed or cancelled We are very sorry, but your flight has been cancelled. Please contact us to reschedule your flight. We will do our very best to help you on your way again!  Did you change your flight? Please contact us so we can confirm that rebooking was successful. We are sorry for the inconvenience.
273795515772_10153269841090773	2015-10-30T19:25:11+0000	Dear KLM, thank you for confirming me in you previous message: your customer care does wonders. You sell tickets through your website. Then you loose my luggage before a flight operated by your company. Then you reject responsibility for it on another airline  that happened to operate the last flight of the trip.  In response to my claim you provide me with the wrong postal address abroad and, later, with a misspelled name of that other airline.What a wonderful Customer Service, it pays to have almost golden status with you.
273795515772_10153269840955773	2015-10-30T19:25:01+0000	Is it a problem to travel with a U lock for a bike in hand luggage?  https://www.cyclestore.co.uk/kryptonite_evolution_series_4_ulock_with_flexframe_bracket-ID_61317?gclid=CLCvgYj26sgCFRNmGwodSeEH1A&gclsrc=aw.ds
273795515772_10153269800480773	2015-10-30T18:58:58+0000	Hai KLM  I would like to request a new pin code for my flying blue.  Unfortunately i even forgot the answer from the security question, so i need your help to get new pin.  Thank you
273795515772_10153269777940773	2015-10-30T18:42:47+0000	Olá klm. O meu voo é amanhã e não me foi possível fazer o check in online. É possívem que me assistam nesta situação? Obrigado.
273795515772_10153269765220773	2015-10-30T18:32:32+0000	Beste KLM,  Gisteren ben ik van Amsterdam naar Bahrein gevlogen. Omdat ik een zeemansticket had (en zilver ben?) mocht ik 2 koffers meenemen. Echter omdat ik 3 koffers had moest ik extra betalen. Voor deze koffer moest ik 200€ extra betalen. Klopt dit? ze hebben het gerekend als "3de stuks overbagage", maar in mijn ogen is het pas het 1ste stuk overbagage? En mag ik niet 3 koffers meenemen? Omdat ik vanuit het zeemans ticket 2 koffer mee mag, en vanuit zilver ook nog 1 extra?   Ik ben benieuwd naar jullie reactie,  ps. Verder was de vlucht super en hebben de stewardessen uitstekend hun best gedaan om een stoel te regelen met iets meer ruimte!
273795515772_10153269761945773	2015-10-30T18:30:12+0000	Dear KLM. Unfortunately I missed my flight yesterday. Stupid, hence fair enough that I had to buy a new ticket, but... Why would I have to pay an uplift of €500 (significantly more than my original two way ticket) for my preferred return flight, which I have booked and paid for already? I I know the technical answer: If you don't show up for your first flight you loose your whole booking. But it feels NOT fair!!!
273795515772_10153269746180773	2015-10-30T18:21:52+0000	Boa Tarde! Compraremos passagem Rio - Bruxelas para o dia 5 de março de 2016 com chegada em Amsterdã no dia 6, e o trecho Amsterdã - Bruxelas é feito em trem de alta velocidade da Thalis, com parada em Antuérpia. Poderíamos pegar o trem em Amsterdã somente no dia 9? Posso saltar em Antuérpia e seguir no dia seguinte? Ou tudo ocorre obrigatoriamente no mesmo dia, sem intervalos?
273795515772_10153269720005773	2015-10-30T18:09:58+0000	Hallo, Wenn ich ein Ticket in Eco kaufe und das dann mit Meilen upgrade bekomme ich trotzdem die ursprünglichen Meilen und Segmente gutgeschrieben? Danke
273795515772_10153269713640773	2015-10-30T18:06:59+0000	Ik kom zojuist(30-10) aan met KL876. Ik ben vergeten mijn iPad mee te nemen. Hoe weet ik dat deze gevonden is?
273795515772_10153269694300773	2015-10-30T17:57:47+0000	Ik ben net terug van een retourtje Edinburgh-Amsterdam. Maanden van tevoren geboekt en toen al mijn stoelkeuze vastgelegd. Normaal gaat dat verder goed. Nu was zowel op de heen- als de terugreis mijn stoel bij het inchecken veranderd! Op de heenreis was het vliegtuig nota bene half leeg, dus wie waar zat was nu niet echt een issue. Waarom leg ik van tevoren een stoel vast als die dan zomaar wordt veranderd?
273795515772_10153269687895773	2015-10-30T17:54:33+0000	Hallo KLM, aanstaande zondag vlieg ik vanuit LA naar Amsterdam. Volgens mijn gegevens vertrekt de vlucht vanuit LA om 13:45 plaatselijke tijd maar als ik de vluchtstatus check, wordt daar 14:45 aangegeven als vertrektijd. Wat moet ik aanhouden? Groeten, Tanja Haan
273795515772_10153269678195773	2015-10-30T17:50:49+0000	Ho comprato tre biglietti aeri italia -Peru ma le miglie non risultano come mai?
273795515772_10153269653520773	2015-10-30T17:32:04+0000	Vorige week aangekomen uit Afrika, tas stuk, maar opgelost, perfecte service !
273795515772_10153269669275773	2015-10-30T17:46:11+0000	hallo ik wil een incheck doen voor mijn vriend Hubert ritsma, woensdag 4 nov 6.10 rome naar Parijs KL1596
273795515772_10153269617740773	2015-10-30T17:00:55+0000	Hi I've checked in online for flight KL 0589 Accra to Amsterdam 31 October. I have been trying to upgrade my seat but each time I try it says not possible at the moment try again. I've just tried again and the seating plan won't appear. Any idea when this feature will be working again?
273795515772_10153269614415773	2015-10-30T16:58:14+0000	Hebben jullie ook award tickets van Nairobi naar Monterrey die NIET via de VS gaan, want die gasten vragen dus €160 voor een transit visa (voor een Keniaan). Graag voor ongeveer 2 weken rond half november/begin december.
273795515772_10153269583815773	2015-10-30T16:36:28+0000	Net met pijn in mijn hart de annulering van onze reis doorgegeven vanwege het feit dat mijn vader zeer ernstig ziek is. Groot compliment voor de wijze waarop de dame van het KLM contactcenter zojuist het gesprek heeft afgehandeld.
273795515772_10153269578160773	2015-10-30T16:33:53+0000	I am sorry to say but could you please send your marketing people to an English course; one of your banners says "Soke up the sun" instead of "Soak up the sun"
273795515772_1683184135233680	2015-10-30T16:24:22+0000	Beste KLM, prima vlucht gehad naar Barcelona  vandaag. Ook genoten van het heerlijke broodje aan boord, maar geloof dat de kip iets te snel over het broodje heen is gevlogen...
273795515772_10153269546670773	2015-10-30T16:24:13+0000	Hallo! Wat is de reden dat ik op een KLM vlucht uitgevoerd door Baltic air nul punten krijg op mijn ff kaart. Groet.
273795515772_10153269540175773	2015-10-30T16:18:58+0000	como hago para hacer una reclamación sobre daño de equipaje??
273795515772_10153269490825773	2015-10-30T16:00:42+0000	Hi, 2/3 of our party flying from Kigali on flight KL0537 on Saturday 31 Oct do not wish to take the second leg of our flight from Amsterdam to London City. Please advise how we will be able to retrieve our luggage when we arrive in Amsterdam.
273795515772_10153269467265773	2015-10-30T15:50:58+0000	Goedemiddag KLM,  Ik wil graag een vlucht met Air France op 04-11 omboeken naar KLM. Het gaat om AF1341 & AF3884 naar KL0427  Groeten, Timon Vlieger
273795515772_10153269451715773	2015-10-30T15:38:49+0000	Beste KLM in december ga ik met vrouw en kind via Parijs nar Dublin. Ik wil heel graag een stoel reserveren. Dit lijkt onmogelijk te zijn. Hoe kan ik voorkomen dat ik achterin wordt  gepropt en ook nog het risico loop dat we niet bijelkaar zitten.
273795515772_10153269450595773	2015-10-30T15:38:02+0000	My daughters have missed flight to Manchester as the flight information was confusing i have been given a Service ID OF 002 1185 what do i do help!!!!
171635658668_10153716510933669	2015-10-30T15:19:31+0000	Tony's goes USA! Onze visie is 100% slaafvrije chocolade. Niet alleen onze chocolade, maar álle chocolade wereldwijd. Daarom vloog onze reep met KLM naar the US of A en zijn we daar nu ook te koop, spannend hoor! Stay tuned en volg hier ons avontuur..
273795515772_10153269428740773	2015-10-30T15:17:24+0000	My Name is Anila Rattan. I am forced to write here as i am getting absolutely no response from KLM operations delhi India regarding a simple request.  My father forgot his hand baggage on flight KL 0872 while travelling from Delhi to Amsterdam on 28th October. He realised his bag is missing when he was dropped by KLM staff for his connecting flight to toronto. He intimated the staff on board flight to toronto KL 0691(Departing 28th Oct) and was informed they have informed the ground staff. He was told to look out for the baggage in the baggage claim area and if he doesn't find the baggage, to contact Amsterdam Airport. A shame that even though we have reported the same as soon as he has reached Toronto we have received no information from KLM. My father lost his wife of 40 plus years on 17th sept and was travelling to Toronto to meet my brother. It was in such circumstances that he was travelling alone and so we asked for assistance from him. We felt safe as he was travelling on KLM an airline we have used through the years. He was assisted in Delhi - a wheelchair and KLM staff helped him to the aircraft. He was helped at Amsterdam airport where he was left at the lounge and then picked up from there and taken to the connecting flight by KLM staff. He informed within 6 hrs of disembarking from the aircraft that he had left this handbag in the overhead loft above this seat. How come we are unable to find it? What went wrong, flight staff did not check and report, if they did it should be with the ground staff KLM Amsterdam. What am i not getting here? and why is the KLM staff not responding?  I would like to talk to the senior most person in Customer Service in KLM India and ask what happened.?
273795515772_10153269425165773	2015-10-30T15:14:17+0000	How does a person get in touch with your cargo department?!? I have e-mailed twice and called three times and can't get any response. Getting frustrated.
273795515772_10153269417800773	2015-10-30T15:11:34+0000	hallo KLM even 2 vragen;25-04-2016 vertrekken mijn vrouw &ik naar Jak,wij viegen met de 777-200 maar ik weet niet of t' de ER is,en terug met de 777-300 ER;dus dat beteken dat heen minder pass als terug gaan,ik wacht heel graag op jullie antwoordt hartelijk dank daar voor.
273795515772_10153269415435773	2015-10-30T15:09:23+0000	What about your Online Check-in? Isn't it working?  Booked flights from Berlin - Amsterdam -Atlanta - Fort Lauderdale. Neither in one direction nor the flights back could be checked-in online.
273795515772_10153269415340773	2015-10-30T15:09:18+0000	Hi there! I'm trying to book extra luggage for my flight from Rio to Paris for tomorrow but the website won't let me. Could you please advise how I can do this? Thanks
273795515772_10153269415140773	2015-10-30T15:09:04+0000	Hallo, wij vliegen morgen van kaapstad naar Amsterdam. Vlucht KL598. Kan ik weer een vegetarische maaltijd bestellen ? Op de heenreis is dat op deze manier prima gelukt 😊
273795515772_10153269407195773	2015-10-30T15:01:54+0000	Hi. Our trip from Rome yesterday was delayed by over 5 hours. Our flight between Rome and Schipol was delayed causing us to miss our connection to Newcastle. The result being our arrival in Newcastle was over 5 hours after the original time booked. I realise that I'am entitled to compensation for this by way of cash payment and that applies to all 4 passengers. Can you advise if I need to make 4 separate claims or will the one complaint be signed to all travellers in my party? I would prefer to be offered reasonable compensation over the more formal claim route seeking to maximise this claim.
273795515772_10153269052705773	2015-10-30T15:00:00+0000	In the spotlight!
273795515772_10153269399540773	2015-10-30T14:54:11+0000	I want to make a change to my reservation on line,but i am a bit apprehensive that if i click change i would lose my dates, i only want to see the amount
273795515772_10153269391805773	2015-10-30T14:48:15+0000	Geprobeerd ticket aan te passen, krijg pas maandag de prijs :-(
273795515772_10153269337905773	2015-10-30T14:03:23+0000	Hoi Klm, ik probeer vanuit lima een retourtje amsterdam te boeken. Ik zie nu dat dit structureel duurder is dan een retourtje van nl lima nl. Ben benieuwd, hoe komt dat? Groet
273795515772_10153269330970773	2015-10-30T13:56:40+0000	Beste KLM,  Zaterdag 14 november en vrijdag 27 november heb ik een lange reis voor de boeg. Aangezien ik al redelijk wat miles heb gespaard en bovendien 2m lang ben, wilde ik graag een upgrade kopen naar een stoel met meer beenruimte. Nu zag ik bij de stoelselectie dat dit alleen mogelijk is als je geld betaalt. Nu was ik benieuwd of ik dit alsnog zou kunnen upgraden mbv mijn miles. Dat zou mijn vakantie helemáál aangenaam maken!  Alvast dank!  Wouter
273795515772_10153269328315773	2015-10-30T13:54:04+0000	I HAVE THE FLIGHT ON SUNDAY FROM AMSTERDAM TO DELHI, BUT I LIKES TO CHANGE THE TRAVELING DATE TO TUESDAY, HOW IT IS POSSIBLE
273795515772_10153269323645773	2015-10-30T13:49:18+0000	Wij vliegen met 2 pers. naar Nairobi. I.p.v. elk 1 koffer ruimbagage kunnen we ook 1 koffer delen! Hoe zwaar mag die dan zijn?
